,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
30,23 days,2,BRFOR,BEZEE,"['27 OCT', ' 00:00', 'UTC-03:00']","['19 NOV', ' 00:42', 'UTC+01:00']",950,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM'], ['RTM', 'BRV', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, Hapag-Lloyd, ONE, OOCL']"
31,24 days,2,BRFOR,BEZEE,"['22 OCT', ' 19:08', 'UTC-03:00']","['15 NOV', ' 07:00', 'UTC+01:00']",2015,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE']]","['MSC', 'MSC']"
32,16 days,3,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['6 NOV', ' 00:42', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
33,19 days,3,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['9 NOV', ' 00:59', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'DKK'], ['DKK', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
34,19 days,3,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['8 NOV', ' 08:44', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, ONE']"
35,18 days,3,BRFOR,BEZEE,"['24 OCT', ' 02:27', 'UTC-03:00']","['10 NOV', ' 20:42', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
36,22 days,3,BRFOR,BEZEE,"['31 OCT', ' 08:42', 'UTC-03:00']","['21 NOV', ' 16:42', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
37,26 days,3,BRFOR,BEZEE,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 03:18', 'UTC+01:00']",1405,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ZEE']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
38,26 days,3,BRFOR,BEZEE,"['22 OCT', ' 19:08', 'UTC-03:00']","['17 NOV', ' 12:42', 'UTC+01:00']",2240,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
39,25 days,4,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['15 NOV', ' 04:42', 'UTC+01:00']",965,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
40,22 days,4,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",990,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
41,22 days,4,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",990,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
42,20 days,4,BRFOR,BEZEE,"['21 OCT', ' 02:57', 'UTC-03:00']","['9 NOV', ' 08:42', 'UTC+01:00']",1170,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
43,15 days,2,BRFOR,NLAMS,"['21 OCT', ' 02:57', 'UTC-03:00']","['5 NOV', ' 06:00', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
44,12 days,2,BRFOR,NLAMS,"['21 OCT', ' 02:57', 'UTC-03:00']","['1 NOV', ' 08:47', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
45,15 days,3,BRFOR,NLAMS,"['24 OCT', ' 02:27', 'UTC-03:00']","['8 NOV', ' 03:47', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
46,18 days,3,BRFOR,NLAMS,"['31 OCT', ' 08:42', 'UTC-03:00']","['17 NOV', ' 20:47', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
47,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:46', 'UTC+01:00']",1390,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'AMS']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
48,26 days,3,BRFOR,NLAMS,"['22 OCT', ' 19:08', 'UTC-03:00']","['17 NOV', ' 02:47', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
49,26 days,3,BRFOR,NLAMS,"['22 OCT', ' 19:08', 'UTC-03:00']","['17 NOV', ' 14:43', 'UTC+01:00']",2290,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'ANR'], ['ANR', 'AMS']]","['MSC', 'MSC']"
50,25 days,4,BRFOR,NLAMS,"['24 OCT', ' 02:27', 'UTC-03:00']","['17 NOV', ' 08:22', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC', 'Containerships, MSC']"
51,20 days,4,BRFOR,NLAMS,"['21 OCT', ' 02:57', 'UTC-03:00']","['9 NOV', ' 10:47', 'UTC+01:00']",955,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
52,20 days,4,BRFOR,NLAMS,"['21 OCT', ' 02:57', 'UTC-03:00']","['9 NOV', ' 10:47', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
53,20 days,4,BRFOR,NLAMS,"['21 OCT', ' 02:57', 'UTC-03:00']","['9 NOV', ' 10:43', 'UTC+01:00']",1220,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
54,19 days,0,BRSSZ,NLRTM,"['20 OCT', ' 21:30', 'UTC-03:00']","['9 NOV', ' 01:30', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
55,19 days,1,BRSSZ,NLRTM,"['25 OCT', ' 23:00', 'UTC-03:00']","['13 NOV', ' 23:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'RTM']]","['MSC', 'MSC']"
56,24 days,1,BRSSZ,NLRTM,"['30 OCT', ' 12:00', 'UTC-03:00']","['23 NOV', ' 13:00', 'UTC+01:00']",1045,"[['SSZ', 'SUA', 'PEC'], ['PEC', 'PTM', 'RTM']]","['CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC']"
57,23 days,1,BRSSZ,NLRTM,"['25 OCT', ' 23:00', 'UTC-03:00']","['17 NOV', ' 18:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
58,30 days,1,BRSSZ,NLRTM,"['23 OCT', ' 20:30', 'UTC-03:00']","['22 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['COSCO, Maersk', 'COSCO, Hapag-Lloyd, OOCL']"
59,30 days,2,BRSSZ,NLRTM,"['25 OCT', ' 23:00', 'UTC-03:00']","['24 NOV', ' 06:00', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
60,28 days,2,BRSSZ,NLRTM,"['20 OCT', ' 21:30', 'UTC-03:00']","['18 NOV', ' 00:41', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
61,28 days,2,BRSSZ,NLRTM,"['27 OCT', ' 06:28', 'UTC-03:00']","['23 NOV', ' 16:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
62,28 days,2,BRSSZ,NLRTM,"['25 OCT', ' 23:00', 'UTC-03:00']","['22 NOV', ' 11:10', 'UTC+01:00']",1235,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'SCT', 'SIE', 'VGO', 'GIJ', 'BIO'], ['BIO', 'LTP', 'MOE', 'RTM']]","['MSC', 'MSC, W.E.C. Lines', 'MSC, W.E.C. Lines']"
63,28 days,2,BRSSZ,NLRTM,"['25 OCT', ' 23:00', 'UTC-03:00']","['23 NOV', ' 00:01', 'UTC+01:00']",1355,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'CAS', 'ALG', 'PTM', 'LEI'], ['LEI', 'VGO', 'RTM']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
64,29 days,2,BRSSZ,NLRTM,"['23 OCT', ' 16:20', 'UTC-03:00']","['21 NOV', ' 09:26', 'UTC+01:00']",1705,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'RTM']]","['MSC', 'MSC']"
65,29 days,0,BRSSZ,BEANR,"['4 NOV', ' 06:00', 'UTC-03:00']","['2 DEC', ' 12:00', 'UTC+01:00']",1060,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR']]","['Hapag-Lloyd, MSC']"
66,19 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['11 NOV', ' 03:04', 'UTC+01:00']",950,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
67,23 days,1,BRSSZ,BEANR,"['20 OCT', ' 21:30', 'UTC-03:00']","['12 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
68,29 days,1,BRSSZ,BEANR,"['20 OCT', ' 21:30', 'UTC-03:00']","['18 NOV', ' 16:00', 'UTC+01:00']",970,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
69,21 days,1,BRSSZ,BEANR,"['25 OCT', ' 23:00', 'UTC-03:00']","['15 NOV', ' 12:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
70,25 days,1,BRSSZ,BEANR,"['4 NOV', ' 06:00', 'UTC-03:00']","['29 NOV', ' 06:01', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
71,20 days,1,BRSSZ,BEANR,"['20 OCT', ' 21:30', 'UTC-03:00']","['9 NOV', ' 04:33', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
72,28 days,1,BRSSZ,BEANR,"['20 OCT', ' 21:30', 'UTC-03:00']","['17 NOV', ' 22:00', 'UTC+01:00']",1020,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
73,30 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 22:00', 'UTC+01:00']",1030,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
74,28 days,1,BRSSZ,BEANR,"['4 NOV', ' 06:00', 'UTC-03:00']","['2 DEC', ' 06:00', 'UTC+01:00']",1125,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
75,27 days,1,BRSSZ,BEANR,"['25 OCT', ' 23:00', 'UTC-03:00']","['21 NOV', ' 14:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
76,26 days,2,BRSSZ,BEANR,"['20 OCT', ' 21:30', 'UTC-03:00']","['15 NOV', ' 06:00', 'UTC+01:00']",1290,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
77,30 days,2,BRSSZ,BEANR,"['25 OCT', ' 23:00', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",1390,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'CAS', 'ALG', 'PTM', 'LEI', 'VGO'], ['VGO', 'RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
78,29 days,2,BRSSZ,BEANR,"['23 OCT', ' 16:20', 'UTC-03:00']","['21 NOV', ' 09:10', 'UTC+01:00']",1695,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'ANR']]","['MSC', 'MSC']"
79,20 days,1,BRSSZ,NLVLI,"['20 OCT', ' 21:30', 'UTC-03:00']","['9 NOV', ' 03:41', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
80,25 days,1,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
81,29 days,1,BRSSZ,NLVLI,"['4 NOV', ' 06:00', 'UTC-03:00']","['2 DEC', ' 13:36', 'UTC+01:00']",1120,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC']"
82,23 days,2,BRSSZ,NLVLI,"['20 OCT', ' 21:30', 'UTC-03:00']","['12 NOV', ' 23:36', 'UTC+01:00']",1025,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
83,29 days,2,BRSSZ,NLVLI,"['20 OCT', ' 21:30', 'UTC-03:00']","['18 NOV', ' 17:36', 'UTC+01:00']",1030,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
84,21 days,2,BRSSZ,NLVLI,"['25 OCT', ' 23:00', 'UTC-03:00']","['15 NOV', ' 13:36', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
85,25 days,2,BRSSZ,NLVLI,"['4 NOV', ' 06:00', 'UTC-03:00']","['29 NOV', ' 07:36', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
