,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
11,21 days,3,BRFOR,BEANR,"['28 OCT', ' 20:27', 'UTC-03:00']","['18 NOV', ' 16:00', 'UTC+01:00']",900,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
12,18 days,3,BRFOR,BEANR,"['28 OCT', ' 20:27', 'UTC-03:00']","['15 NOV', ' 06:00', 'UTC+01:00']",1080,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
13,26 days,3,BRFOR,BEANR,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 03:04', 'UTC+01:00']",1400,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ANR']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
14,25 days,3,BRFOR,BEANR,"['24 OCT', ' 07:53', 'UTC-03:00']","['18 NOV', ' 00:03', 'UTC+01:00']",2245,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'ANR']]","['MSC', 'MSC']"
15,12 days,2,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['9 NOV', ' 10:11', 'UTC+01:00']",775,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
16,15 days,3,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['12 NOV', ' 23:36', 'UTC+01:00']",815,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
17,21 days,3,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['18 NOV', ' 17:36', 'UTC+01:00']",820,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
18,17 days,3,BRFOR,NLVLI,"['4 NOV', ' 16:57', 'UTC-03:00']","['21 NOV', ' 07:35', 'UTC+01:00']",840,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
19,20 days,3,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['17 NOV', ' 23:35', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
20,18 days,3,BRFOR,NLVLI,"['25 OCT', ' 23:27', 'UTC-03:00']","['12 NOV', ' 11:16', 'UTC+01:00']",895,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'LGP', 'RTM'], ['RTM', 'VLI']]","['MSC', 'MSC']"
21,21 days,3,BRFOR,NLVLI,"['4 NOV', ' 16:57', 'UTC-03:00']","['25 NOV', ' 07:32', 'UTC+01:00']",980,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
22,22 days,3,BRFOR,NLVLI,"['31 OCT', ' 06:27', 'UTC-03:00']","['21 NOV', ' 15:36', 'UTC+01:00']",1020,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
23,26 days,3,BRFOR,NLVLI,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:12', 'UTC+01:00']",1375,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'VLI']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
24,26 days,3,BRFOR,NLVLI,"['24 OCT', ' 07:53', 'UTC-03:00']","['18 NOV', ' 23:36', 'UTC+01:00']",2080,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
25,25 days,3,BRFOR,NLVLI,"['24 OCT', ' 07:53', 'UTC-03:00']","['17 NOV', ' 23:11', 'UTC+01:00']",2225,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'VLI']]","['MSC', 'MSC']"
26,25 days,4,BRFOR,NLVLI,"['4 NOV', ' 16:57', 'UTC-03:00']","['29 NOV', ' 03:36', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'LEH'], ['LEH', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
27,19 days,4,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['16 NOV', ' 10:11', 'UTC+01:00']",940,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
28,18 days,4,BRFOR,NLVLI,"['28 OCT', ' 20:27', 'UTC-03:00']","['15 NOV', ' 07:36', 'UTC+01:00']",1140,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
29,12 days,2,BRFOR,BEZEE,"['28 OCT', ' 20:27', 'UTC-03:00']","['9 NOV', ' 11:17', 'UTC+01:00']",805,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
30,28 days,2,BRFOR,BEZEE,"['24 OCT', ' 07:53', 'UTC-03:00']","['21 NOV', ' 06:00', 'UTC+01:00']",2015,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE']]","['MSC', 'MSC']"
31,16 days,3,BRFOR,BEZEE,"['28 OCT', ' 20:27', 'UTC-03:00']","['13 NOV', ' 00:42', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
32,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 20:27', 'UTC-03:00']","['18 NOV', ' 18:42', 'UTC+01:00']",850,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
33,17 days,3,BRFOR,BEZEE,"['4 NOV', ' 16:57', 'UTC-03:00']","['21 NOV', ' 08:44', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
34,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 20:27', 'UTC-03:00']","['18 NOV', ' 00:44', 'UTC+01:00']",900,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
35,20 days,3,BRFOR,BEZEE,"['25 OCT', ' 23:27', 'UTC-03:00']","['14 NOV', ' 03:42', 'UTC+01:00']",950,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'AGA', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
36,21 days,3,BRFOR,BEZEE,"['4 NOV', ' 16:57', 'UTC-03:00']","['25 NOV', ' 08:42', 'UTC+01:00']",1015,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
37,22 days,3,BRFOR,BEZEE,"['31 OCT', ' 06:27', 'UTC-03:00']","['21 NOV', ' 16:42', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
38,28 days,3,BRFOR,BEZEE,"['28 OCT', ' 08:04', 'UTC-03:00']","['25 NOV', ' 02:43', 'UTC+01:00']",1330,"[['FOR', 'NAT'], ['NAT', 'VGO', 'LGP', 'RTM'], ['RTM', 'SOU', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, COSCO, Evergreen, OOCL']"
39,26 days,3,BRFOR,BEZEE,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 03:18', 'UTC+01:00']",1405,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ZEE']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
40,28 days,3,BRFOR,BEZEE,"['24 OCT', ' 07:53', 'UTC-03:00']","['20 NOV', ' 14:42', 'UTC+01:00']",2240,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
41,23 days,4,BRFOR,BEZEE,"['28 OCT', ' 20:27', 'UTC-03:00']","['20 NOV', ' 20:59', 'UTC+01:00']",895,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'DKK'], ['DKK', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
42,25 days,4,BRFOR,BEZEE,"['4 NOV', ' 16:57', 'UTC-03:00']","['29 NOV', ' 04:42', 'UTC+01:00']",965,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
43,16 days,2,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['13 NOV', ' 08:00', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
44,12 days,2,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['9 NOV', ' 10:47', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
45,18 days,3,BRFOR,NLAMS,"['25 OCT', ' 23:27', 'UTC-03:00']","['12 NOV', ' 11:52', 'UTC+01:00']",910,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'LGP', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
46,21 days,3,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['18 NOV', ' 02:32', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
47,18 days,3,BRFOR,NLAMS,"['31 OCT', ' 06:27', 'UTC-03:00']","['17 NOV', ' 20:47', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
48,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:46', 'UTC+01:00']",1390,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'AMS']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
49,26 days,3,BRFOR,NLAMS,"['24 OCT', ' 07:53', 'UTC-03:00']","['19 NOV', ' 10:03', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
50,26 days,4,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['23 NOV', ' 09:22', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
51,19 days,4,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['16 NOV', ' 10:47', 'UTC+01:00']",955,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
52,24 days,4,BRFOR,NLAMS,"['31 OCT', ' 06:27', 'UTC-03:00']","['24 NOV', ' 08:22', 'UTC+01:00']",1095,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'Containerships, MSC']"
53,22 days,4,BRFOR,NLAMS,"['25 OCT', ' 23:27', 'UTC-03:00']","['16 NOV', ' 16:58', 'UTC+01:00']",1180,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'SCT', 'SIE', 'VGO'], ['VGO', 'LIS', 'SET', 'LEI', 'TIL', 'MOE'], ['MOE', 'AMS']]","['MSC', 'MSC, W.E.C. Lines', 'MSC']"
54,18 days,4,BRFOR,NLAMS,"['28 OCT', ' 20:27', 'UTC-03:00']","['15 NOV', ' 10:43', 'UTC+01:00']",1220,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
55,19 days,0,BRSSZ,NLRTM,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 03:00', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
56,24 days,1,BRSSZ,NLRTM,"['23 OCT', ' 15:00', 'UTC-03:00']","['16 NOV', ' 03:00', 'UTC+01:00']",940,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
57,20 days,1,BRSSZ,NLRTM,"['25 OCT', ' 21:00', 'UTC-03:00']","['14 NOV', ' 05:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'RTM']]","['MSC', 'MSC']"
58,23 days,1,BRSSZ,NLRTM,"['25 OCT', ' 21:00', 'UTC-03:00']","['17 NOV', ' 18:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
59,30 days,1,BRSSZ,NLRTM,"['23 OCT', ' 19:20', 'UTC-03:00']","['22 NOV', ' 23:00', 'UTC+01:00']",1585,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'RTM']]","['MSC', 'MSC']"
60,30 days,1,BRSSZ,NLRTM,"['23 OCT', ' 20:30', 'UTC-03:00']","['22 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['COSCO, Maersk', 'COSCO, Hapag-Lloyd, OOCL']"
61,31 days,2,BRSSZ,NLRTM,"['9 NOV', ' 12:00', 'UTC-03:00']","['9 DEC', ' 16:51', 'UTC+01:00']",1030,"[['SSZ', 'BRV'], ['BRV', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC']"
62,30 days,2,BRSSZ,NLRTM,"['25 OCT', ' 21:00', 'UTC-03:00']","['24 NOV', ' 06:00', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
63,26 days,2,BRSSZ,NLRTM,"['28 OCT', ' 04:30', 'UTC-03:00']","['23 NOV', ' 00:01', 'UTC+01:00']",1075,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
64,28 days,2,BRSSZ,NLRTM,"['27 OCT', ' 06:28', 'UTC-03:00']","['23 NOV', ' 16:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
65,29 days,2,BRSSZ,NLRTM,"['30 OCT', ' 11:45', 'UTC-03:00']","['28 NOV', ' 09:26', 'UTC+01:00']",1695,"[['SSZ', 'RIO', 'CTG', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'RTM']]","['Hamburg Sud, MSC', 'MSC']"
66,30 days,1,BRSSZ,BEANR,"['9 NOV', ' 12:00', 'UTC-03:00']","['9 DEC', ' 14:00', 'UTC+01:00']",940,"[['SSZ', 'BRV'], ['BRV', 'ANR']]","['MSC', 'MSC']"
67,19 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['11 NOV', ' 03:04', 'UTC+01:00']",950,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
68,23 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['19 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
69,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
70,21 days,1,BRSSZ,BEANR,"['25 OCT', ' 21:00', 'UTC-03:00']","['15 NOV', ' 12:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
71,24 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 06:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
72,19 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 06:03', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
73,30 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 22:00', 'UTC+01:00']",1030,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
74,28 days,1,BRSSZ,BEANR,"['27 OCT', ' 06:28', 'UTC-03:00']","['23 NOV', ' 14:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO'], ['RIO', 'ANR']]",['MSC']
75,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 06:00', 'UTC+01:00']",1135,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
76,27 days,1,BRSSZ,BEANR,"['25 OCT', ' 21:00', 'UTC-03:00']","['21 NOV', ' 14:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
77,30 days,2,BRSSZ,BEANR,"['25 OCT', ' 21:00', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",1000,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
78,28 days,2,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
79,26 days,2,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['23 NOV', ' 06:00', 'UTC+01:00']",1290,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
80,19 days,1,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 05:11', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
81,25 days,1,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
82,30 days,2,BRSSZ,NLVLI,"['9 NOV', ' 12:00', 'UTC-03:00']","['9 DEC', ' 15:36', 'UTC+01:00']",1000,"[['SSZ', 'BRV'], ['BRV', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
83,24 days,2,BRSSZ,NLVLI,"['23 OCT', ' 15:00', 'UTC-03:00']","['16 NOV', ' 05:11', 'UTC+01:00']",1015,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
84,28 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 01:36', 'UTC+01:00']",1025,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
85,21 days,2,BRSSZ,NLVLI,"['25 OCT', ' 21:00', 'UTC-03:00']","['15 NOV', ' 13:36', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
86,24 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 07:35', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
