,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
22,21 days,4,BRFOR,NLVLI,"['20 OCT', ' 18:27', 'UTC-03:00']","['10 NOV', ' 10:05', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
23,20 days,4,BRFOR,NLVLI,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 10:11', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
24,18 days,4,BRFOR,NLVLI,"['20 OCT', ' 18:27', 'UTC-03:00']","['7 NOV', ' 22:21', 'UTC+01:00']",1140,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
25,11 days,2,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['31 OCT', ' 18:17', 'UTC+01:00']",805,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
26,16 days,3,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['5 NOV', ' 15:05', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
27,20 days,3,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 00:59', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'DKK'], ['DKK', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
28,23 days,3,BRFOR,BEZEE,"['28 OCT', ' 06:27', 'UTC-03:00']","['19 NOV', ' 14:42', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
29,17 days,3,BRFOR,BEZEE,"['24 OCT', ' 00:42', 'UTC-03:00']","['9 NOV', ' 08:42', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
30,24 days,3,BRFOR,BEZEE,"['20 OCT', ' 00:00', 'UTC-03:00']","['13 NOV', ' 02:43', 'UTC+01:00']",900,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM', 'LEH'], ['LEH', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, Evergreen']"
31,21 days,3,BRFOR,BEZEE,"['4 NOV', ' 17:27', 'UTC-03:00']","['25 NOV', ' 08:42', 'UTC+01:00']",1015,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
32,21 days,3,BRFOR,BEZEE,"['24 OCT', ' 00:42', 'UTC-03:00']","['14 NOV', ' 00:29', 'UTC+01:00']",1055,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
33,26 days,3,BRFOR,BEZEE,"['18 OCT', ' 11:53', 'UTC-03:00']","['13 NOV', ' 01:42', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
34,22 days,4,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",990,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
35,22 days,4,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",995,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI', 'VGO'], ['VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
36,19 days,4,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['7 NOV', ' 23:27', 'UTC+01:00']",1170,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
37,15 days,2,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['4 NOV', ' 15:00', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
38,11 days,2,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['31 OCT', ' 17:47', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
39,15 days,3,BRFOR,NLAMS,"['24 OCT', ' 00:42', 'UTC-03:00']","['8 NOV', ' 03:47', 'UTC+01:00']",910,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'LGP', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
40,22 days,3,BRFOR,NLAMS,"['24 OCT', ' 00:42', 'UTC-03:00']","['14 NOV', ' 20:47', 'UTC+01:00']",1055,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
41,26 days,3,BRFOR,NLAMS,"['18 OCT', ' 11:53', 'UTC-03:00']","['13 NOV', ' 03:43', 'UTC+01:00']",2160,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'AMS']]","['MSC', 'MSC']"
42,25 days,4,BRFOR,NLAMS,"['24 OCT', ' 00:42', 'UTC-03:00']","['17 NOV', ' 08:22', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC', 'Containerships, MSC']"
43,20 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 10:47', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
44,21 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['10 NOV', ' 10:54', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
45,19 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['8 NOV', ' 01:28', 'UTC+01:00']",1220,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
46,20 days,0,BRSSZ,NLRTM,"['20 OCT', ' 17:00', 'UTC-03:00']","['8 NOV', ' 22:00', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
47,27 days,1,BRSSZ,NLRTM,"['20 OCT', ' 19:00', 'UTC-03:00']","['16 NOV', ' 09:00', 'UTC+01:00']",940,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
48,21 days,1,BRSSZ,NLRTM,"['24 OCT', ' 00:00', 'UTC-03:00']","['13 NOV', ' 19:30', 'UTC+01:00']",965,"[['SSZ', 'SPB', 'PTM'], ['PTM', 'SOU', 'RTM']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd, OOCL']"
49,21 days,1,BRSSZ,NLRTM,"['18 OCT', ' 15:00', 'UTC-03:00']","['8 NOV', ' 01:00', 'UTC+01:00']",1015,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'LGP', 'RTM']]","['MSC', 'MSC']"
50,27 days,1,BRSSZ,NLRTM,"['18 OCT', ' 15:00', 'UTC-03:00']","['14 NOV', ' 18:00', 'UTC+01:00']",1165,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
51,28 days,1,BRSSZ,NLRTM,"['18 OCT', ' 19:00', 'UTC-03:00']","['15 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['Hapag-Lloyd, MSC', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
52,30 days,2,BRSSZ,NLRTM,"['18 OCT', ' 15:00', 'UTC-03:00']","['17 NOV', ' 06:00', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
53,29 days,2,BRSSZ,NLRTM,"['20 OCT', ' 17:00', 'UTC-03:00']","['18 NOV', ' 00:41', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
54,28 days,2,BRSSZ,NLRTM,"['20 OCT', ' 05:28', 'UTC-03:00']","['16 NOV', ' 15:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
55,30 days,2,BRSSZ,NLRTM,"['22 OCT', ' 12:05', 'UTC-03:00']","['20 NOV', ' 22:16', 'UTC+01:00']",1705,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'RTM']]","['MSC', 'MSC']"
56,19 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['11 NOV', ' 03:04', 'UTC+01:00']",950,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
57,24 days,1,BRSSZ,BEANR,"['20 OCT', ' 17:00', 'UTC-03:00']","['12 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
58,29 days,1,BRSSZ,BEANR,"['20 OCT', ' 17:00', 'UTC-03:00']","['18 NOV', ' 16:00', 'UTC+01:00']",970,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
59,24 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 06:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
60,22 days,1,BRSSZ,BEANR,"['18 OCT', ' 15:00', 'UTC-03:00']","['9 NOV', ' 06:00', 'UTC+01:00']",995,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
61,20 days,1,BRSSZ,BEANR,"['20 OCT', ' 17:00', 'UTC-03:00']","['9 NOV', ' 01:03', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
62,29 days,1,BRSSZ,BEANR,"['20 OCT', ' 17:00', 'UTC-03:00']","['17 NOV', ' 22:00', 'UTC+01:00']",1020,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
63,30 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 22:00', 'UTC+01:00']",1030,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
64,26 days,1,BRSSZ,BEANR,"['24 OCT', ' 00:00', 'UTC-03:00']","['18 NOV', ' 22:00', 'UTC+01:00']",1095,"[['SSZ', 'SPB', 'PTM'], ['PTM', 'SOU', 'RTM', 'BRV', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd, OOCL']"
65,29 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 12:30', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV'], ['BRV', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
66,28 days,1,BRSSZ,BEANR,"['20 OCT', ' 05:28', 'UTC-03:00']","['16 NOV', ' 13:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO'], ['RIO', 'ANR']]",['MSC']
67,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 06:00', 'UTC+01:00']",1135,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
68,27 days,1,BRSSZ,BEANR,"['18 OCT', ' 15:00', 'UTC-03:00']","['13 NOV', ' 21:47', 'UTC+01:00']",1165,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
69,26 days,2,BRSSZ,BEANR,"['20 OCT', ' 17:00', 'UTC-03:00']","['15 NOV', ' 06:00', 'UTC+01:00']",1290,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
70,20 days,1,BRSSZ,NLVLI,"['20 OCT', ' 17:00', 'UTC-03:00']","['9 NOV', ' 00:11', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
71,25 days,1,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
72,27 days,2,BRSSZ,NLVLI,"['20 OCT', ' 19:00', 'UTC-03:00']","['16 NOV', ' 11:11', 'UTC+01:00']",1015,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
73,29 days,2,BRSSZ,NLVLI,"['20 OCT', ' 17:00', 'UTC-03:00']","['18 NOV', ' 17:36', 'UTC+01:00']",1030,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
74,21 days,2,BRSSZ,NLVLI,"['24 OCT', ' 00:00', 'UTC-03:00']","['13 NOV', ' 21:36', 'UTC+01:00']",1035,"[['SSZ', 'SPB', 'PTM'], ['PTM', 'SOU', 'RTM'], ['RTM', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd, OOCL']"
75,24 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 07:35', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
76,22 days,2,BRSSZ,NLVLI,"['18 OCT', ' 15:00', 'UTC-03:00']","['9 NOV', ' 07:36', 'UTC+01:00']",1055,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
77,29 days,2,BRSSZ,NLVLI,"['20 OCT', ' 17:00', 'UTC-03:00']","['17 NOV', ' 23:35', 'UTC+01:00']",1080,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
78,30 days,2,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 23:38', 'UTC+01:00']",1090,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
79,29 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 14:06', 'UTC+01:00']",1165,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV'], ['BRV', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
80,28 days,2,BRSSZ,NLVLI,"['20 OCT', ' 05:28', 'UTC-03:00']","['16 NOV', ' 14:36', 'UTC+01:00']",1170,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'VLI']]",['MSC']
81,28 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 07:32', 'UTC+01:00']",1190,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
82,27 days,2,BRSSZ,NLVLI,"['18 OCT', ' 15:00', 'UTC-03:00']","['13 NOV', ' 23:23', 'UTC+01:00']",1225,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
83,30 days,2,BRSSZ,NLVLI,"['22 OCT', ' 12:05', 'UTC-03:00']","['20 NOV', ' 20:13', 'UTC+01:00']",1645,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'VLI']]","['MSC', 'MSC']"
84,20 days,1,BRSSZ,BEZEE,"['20 OCT', ' 17:00', 'UTC-03:00']","['9 NOV', ' 01:17', 'UTC+01:00']",1015,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
85,25 days,1,BRSSZ,BEZEE,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 02:44', 'UTC+01:00']",1040,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM, Hamburg Sud, Maersk']"
86,30 days,1,BRSSZ,BEZEE,"['22 OCT', ' 12:05', 'UTC-03:00']","['20 NOV', ' 18:50', 'UTC+01:00']",1595,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE']]","['MSC', 'MSC']"
