,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
23,21 days,3,BRFOR,NLVLI,"['4 NOV', ' 17:27', 'UTC-03:00']","['25 NOV', ' 07:32', 'UTC+01:00']",980,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
24,25 days,3,BRFOR,NLVLI,"['24 OCT', ' 02:27', 'UTC-03:00']","['17 NOV', ' 14:36', 'UTC+01:00']",1025,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
25,26 days,3,BRFOR,NLVLI,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:12', 'UTC+01:00']",1375,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'VLI']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
26,24 days,3,BRFOR,NLVLI,"['22 OCT', ' 01:53', 'UTC-03:00']","['14 NOV', ' 07:23', 'UTC+01:00']",2065,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE'], ['ZEE', 'VLI']]","['MSC', 'MSC']"
27,25 days,3,BRFOR,NLVLI,"['22 OCT', ' 01:53', 'UTC-03:00']","['16 NOV', ' 01:11', 'UTC+01:00']",2225,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'VLI']]","['MSC', 'MSC']"
28,21 days,4,BRFOR,NLVLI,"['20 OCT', ' 18:27', 'UTC-03:00']","['10 NOV', ' 10:05', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
29,20 days,4,BRFOR,NLVLI,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 10:11', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd', 'CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
30,11 days,2,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['31 OCT', ' 18:17', 'UTC+01:00']",805,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
31,17 days,2,BRFOR,BEZEE,"['20 OCT', ' 00:00', 'UTC-03:00']","['5 NOV', ' 11:08', 'UTC+01:00']",830,"[['FOR', 'NAT', 'VGO'], ['VGO', 'RTM'], ['RTM', 'ZEE']]","['CMA CGM', 'CMA CGM, X-Press Feeders']"
32,24 days,2,BRFOR,BEZEE,"['22 OCT', ' 01:53', 'UTC-03:00']","['14 NOV', ' 06:00', 'UTC+01:00']",2015,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE']]","['MSC', 'MSC']"
33,16 days,3,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['5 NOV', ' 15:05', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
34,20 days,3,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 00:59', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'DKK'], ['DKK', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
35,23 days,3,BRFOR,BEZEE,"['28 OCT', ' 07:08', 'UTC-03:00']","['19 NOV', ' 14:42', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
36,17 days,3,BRFOR,BEZEE,"['24 OCT', ' 02:27', 'UTC-03:00']","['10 NOV', ' 05:27', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
37,24 days,3,BRFOR,BEZEE,"['20 OCT', ' 00:00', 'UTC-03:00']","['13 NOV', ' 02:43', 'UTC+01:00']",900,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM', 'LEH'], ['LEH', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM']"
38,21 days,3,BRFOR,BEZEE,"['4 NOV', ' 17:27', 'UTC-03:00']","['25 NOV', ' 08:42', 'UTC+01:00']",1015,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
39,25 days,3,BRFOR,BEZEE,"['24 OCT', ' 02:27', 'UTC-03:00']","['17 NOV', ' 15:42', 'UTC+01:00']",1055,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
40,26 days,3,BRFOR,BEZEE,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 03:18', 'UTC+01:00']",1405,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ZEE']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
41,25 days,3,BRFOR,BEZEE,"['22 OCT', ' 01:53', 'UTC-03:00']","['16 NOV', ' 02:17', 'UTC+01:00']",2255,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'ZEE']]","['MSC', 'MSC']"
42,22 days,4,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",990,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
43,22 days,4,BRFOR,BEZEE,"['20 OCT', ' 18:27', 'UTC-03:00']","['11 NOV', ' 20:42', 'UTC+01:00']",995,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI', 'VGO'], ['VGO', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
44,14 days,2,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['3 NOV', ' 12:05', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
45,11 days,2,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['31 OCT', ' 17:47', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
46,17 days,2,BRFOR,NLAMS,"['20 OCT', ' 00:00', 'UTC-03:00']","['5 NOV', ' 10:54', 'UTC+01:00']",825,"[['FOR', 'NAT', 'VGO'], ['VGO', 'RTM'], ['RTM', 'AMS']]","['CMA CGM', 'CMA CGM, X-Press Feeders']"
47,15 days,3,BRFOR,NLAMS,"['24 OCT', ' 02:27', 'UTC-03:00']","['8 NOV', ' 03:47', 'UTC+01:00']",910,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'LGP', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
48,22 days,3,BRFOR,NLAMS,"['24 OCT', ' 02:27', 'UTC-03:00']","['14 NOV', ' 20:47', 'UTC+01:00']",1055,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
49,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:46', 'UTC+01:00']",1390,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'AMS']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
50,25 days,3,BRFOR,NLAMS,"['22 OCT', ' 01:53', 'UTC-03:00']","['16 NOV', ' 01:47', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
51,25 days,4,BRFOR,NLAMS,"['24 OCT', ' 02:27', 'UTC-03:00']","['17 NOV', ' 08:22', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC', 'Containerships, MSC']"
52,20 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['9 NOV', ' 10:47', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'VGO'], ['VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'CMA CGM, Hapag-Lloyd', 'Hapag-Lloyd, MSC, W.E.C. Lines']"
53,21 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['10 NOV', ' 10:54', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
54,19 days,4,BRFOR,NLAMS,"['20 OCT', ' 18:27', 'UTC-03:00']","['8 NOV', ' 01:28', 'UTC+01:00']",1220,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
55,20 days,0,BRSSZ,NLRTM,"['20 OCT', ' 16:00', 'UTC-03:00']","['8 NOV', ' 22:41', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
56,27 days,1,BRSSZ,NLRTM,"['20 OCT', ' 19:00', 'UTC-03:00']","['16 NOV', ' 09:00', 'UTC+01:00']",940,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
57,20 days,1,BRSSZ,NLRTM,"['25 OCT', ' 08:00', 'UTC-03:00']","['13 NOV', ' 22:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'RTM']]","['MSC', 'MSC']"
58,24 days,1,BRSSZ,NLRTM,"['25 OCT', ' 08:00', 'UTC-03:00']","['17 NOV', ' 18:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
59,29 days,1,BRSSZ,NLRTM,"['24 OCT', ' 05:00', 'UTC-03:00']","['22 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['Hapag-Lloyd, Maersk, MSC', 'COSCO, Hapag-Lloyd, OOCL']"
60,30 days,2,BRSSZ,NLRTM,"['25 OCT', ' 08:00', 'UTC-03:00']","['24 NOV', ' 06:00', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
61,29 days,2,BRSSZ,NLRTM,"['20 OCT', ' 16:00', 'UTC-03:00']","['18 NOV', ' 00:41', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
62,28 days,2,BRSSZ,NLRTM,"['20 OCT', ' 05:28', 'UTC-03:00']","['16 NOV', ' 15:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
63,28 days,2,BRSSZ,NLRTM,"['25 OCT', ' 08:00', 'UTC-03:00']","['22 NOV', ' 11:10', 'UTC+01:00']",1235,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'SCT', 'SIE', 'VGO', 'GIJ', 'BIO'], ['BIO', 'LTP', 'MOE', 'RTM']]","['MSC', 'MSC, W.E.C. Lines', 'MSC, W.E.C. Lines']"
64,29 days,2,BRSSZ,NLRTM,"['25 OCT', ' 08:00', 'UTC-03:00']","['23 NOV', ' 00:01', 'UTC+01:00']",1355,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'CAS', 'ALG', 'PTM', 'LEI'], ['LEI', 'VGO', 'RTM']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
65,30 days,2,BRSSZ,NLRTM,"['22 OCT', ' 12:05', 'UTC-03:00']","['20 NOV', ' 22:16', 'UTC+01:00']",1705,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'RTM']]","['MSC', 'MSC']"
66,19 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['11 NOV', ' 03:04', 'UTC+01:00']",950,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
67,24 days,1,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['12 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
68,29 days,1,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['18 NOV', ' 16:00', 'UTC+01:00']",970,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
69,21 days,1,BRSSZ,BEANR,"['25 OCT', ' 08:00', 'UTC-03:00']","['15 NOV', ' 12:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
70,30 days,1,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['19 NOV', ' 12:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
71,20 days,1,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['9 NOV', ' 01:44', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
72,29 days,1,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['17 NOV', ' 22:00', 'UTC+01:00']",1020,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
73,30 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 22:00', 'UTC+01:00']",1030,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
74,29 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 12:30', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV'], ['BRV', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
75,28 days,1,BRSSZ,BEANR,"['20 OCT', ' 05:28', 'UTC-03:00']","['16 NOV', ' 13:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO'], ['RIO', 'ANR']]",['MSC']
76,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 06:00', 'UTC+01:00']",1135,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
77,28 days,1,BRSSZ,BEANR,"['25 OCT', ' 08:00', 'UTC-03:00']","['21 NOV', ' 14:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
78,26 days,2,BRSSZ,BEANR,"['20 OCT', ' 16:00', 'UTC-03:00']","['15 NOV', ' 06:00', 'UTC+01:00']",1290,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
79,30 days,2,BRSSZ,BEANR,"['22 OCT', ' 12:05', 'UTC-03:00']","['20 NOV', ' 22:00', 'UTC+01:00']",1695,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'ANR']]","['MSC', 'MSC']"
80,20 days,1,BRSSZ,NLVLI,"['20 OCT', ' 16:00', 'UTC-03:00']","['9 NOV', ' 00:52', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
81,25 days,1,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
82,27 days,2,BRSSZ,NLVLI,"['20 OCT', ' 19:00', 'UTC-03:00']","['16 NOV', ' 11:11', 'UTC+01:00']",1015,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
83,29 days,2,BRSSZ,NLVLI,"['20 OCT', ' 16:00', 'UTC-03:00']","['18 NOV', ' 17:36', 'UTC+01:00']",1030,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
84,30 days,2,BRSSZ,NLVLI,"['20 OCT', ' 16:00', 'UTC-03:00']","['19 NOV', ' 13:32', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
85,22 days,2,BRSSZ,NLVLI,"['25 OCT', ' 08:00', 'UTC-03:00']","['15 NOV', ' 13:36', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
86,29 days,2,BRSSZ,NLVLI,"['20 OCT', ' 16:00', 'UTC-03:00']","['17 NOV', ' 23:35', 'UTC+01:00']",1080,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
