,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
11,21 days,2,BRFOR,BEANR,"['31 OCT', ' 06:27', 'UTC-03:00']","['20 NOV', ' 11:00', 'UTC+01:00']",960,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
12,25 days,2,BRFOR,BEANR,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 10:03', 'UTC+01:00']",1430,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'ANR']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
13,25 days,2,BRFOR,BEANR,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 19:15', 'UTC+01:00']",2020,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR']]","['MSC', 'MSC']"
14,21 days,3,BRFOR,BEANR,"['28 OCT', ' 19:27', 'UTC-03:00']","['18 NOV', ' 16:00', 'UTC+01:00']",900,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
15,18 days,3,BRFOR,BEANR,"['28 OCT', ' 19:27', 'UTC-03:00']","['15 NOV', ' 06:00', 'UTC+01:00']",1080,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
16,11 days,2,BRFOR,NLVLI,"['28 OCT', ' 19:27', 'UTC-03:00']","['8 NOV', ' 19:11', 'UTC+01:00']",775,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
17,26 days,2,BRFOR,NLVLI,"['27 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 23:32', 'UTC+01:00']",915,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM'], ['RTM', 'BRV', 'ANR'], ['ANR', 'VLI']]","['CMA CGM', 'CMA CGM, Hapag-Lloyd, ONE, OOCL']"
18,25 days,2,BRFOR,NLVLI,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 09:11', 'UTC+01:00']",1410,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'VLI']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
19,16 days,3,BRFOR,NLVLI,"['28 OCT', ' 19:27', 'UTC-03:00']","['12 NOV', ' 23:36', 'UTC+01:00']",815,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
20,21 days,3,BRFOR,NLVLI,"['28 OCT', ' 19:27', 'UTC-03:00']","['18 NOV', ' 17:36', 'UTC+01:00']",820,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
21,17 days,3,BRFOR,NLVLI,"['4 NOV', ' 16:57', 'UTC-03:00']","['21 NOV', ' 07:35', 'UTC+01:00']",840,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
22,16 days,3,BRFOR,NLVLI,"['25 OCT', ' 23:27', 'UTC-03:00']","['10 NOV', ' 07:36', 'UTC+01:00']",860,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
23,21 days,3,BRFOR,NLVLI,"['28 OCT', ' 19:27', 'UTC-03:00']","['17 NOV', ' 23:35', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
24,24 days,3,BRFOR,NLVLI,"['27 OCT', ' 00:00', 'UTC-03:00']","['20 NOV', ' 01:38', 'UTC+01:00']",870,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM', 'LEH'], ['LEH', 'LEH'], ['LEH', 'ANR'], ['ANR', 'VLI']]","['CMA CGM', 'CMA CGM, COSCO, Evergreen']"
25,21 days,3,BRFOR,NLVLI,"['4 NOV', ' 16:57', 'UTC-03:00']","['25 NOV', ' 07:32', 'UTC+01:00']",980,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
26,21 days,3,BRFOR,NLVLI,"['31 OCT', ' 06:27', 'UTC-03:00']","['20 NOV', ' 12:36', 'UTC+01:00']",1020,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
27,26 days,3,BRFOR,NLVLI,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:12', 'UTC+01:00']",1375,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'VLI']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
28,25 days,3,BRFOR,NLVLI,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 20:51', 'UTC+01:00']",2080,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
29,26 days,3,BRFOR,NLVLI,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 23:11', 'UTC+01:00']",2225,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'VLI']]","['MSC', 'MSC']"
30,11 days,2,BRFOR,BEZEE,"['28 OCT', ' 19:27', 'UTC-03:00']","['8 NOV', ' 20:17', 'UTC+01:00']",805,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
31,26 days,2,BRFOR,BEZEE,"['27 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 00:42', 'UTC+01:00']",950,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM'], ['RTM', 'BRV', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, Hapag-Lloyd, ONE, OOCL']"
32,25 days,2,BRFOR,BEZEE,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 10:17', 'UTC+01:00']",1440,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'ZEE']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
33,16 days,3,BRFOR,BEZEE,"['28 OCT', ' 19:27', 'UTC-03:00']","['13 NOV', ' 00:42', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
34,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 19:27', 'UTC-03:00']","['18 NOV', ' 18:42', 'UTC+01:00']",850,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
35,17 days,3,BRFOR,BEZEE,"['4 NOV', ' 16:57', 'UTC-03:00']","['21 NOV', ' 08:44', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
36,16 days,3,BRFOR,BEZEE,"['25 OCT', ' 23:27', 'UTC-03:00']","['10 NOV', ' 08:42', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
37,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 19:27', 'UTC-03:00']","['18 NOV', ' 00:44', 'UTC+01:00']",900,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
38,24 days,3,BRFOR,BEZEE,"['27 OCT', ' 00:00', 'UTC-03:00']","['20 NOV', ' 02:43', 'UTC+01:00']",900,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM', 'LEH'], ['LEH', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, COSCO, Evergreen']"
39,21 days,3,BRFOR,BEZEE,"['4 NOV', ' 16:57', 'UTC-03:00']","['25 NOV', ' 08:42', 'UTC+01:00']",1015,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
40,21 days,3,BRFOR,BEZEE,"['31 OCT', ' 06:27', 'UTC-03:00']","['20 NOV', ' 13:42', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
41,26 days,3,BRFOR,BEZEE,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 03:18', 'UTC+01:00']",1405,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ZEE']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
42,25 days,3,BRFOR,BEZEE,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 21:57', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
43,26 days,3,BRFOR,BEZEE,"['23 OCT', ' 18:53', 'UTC-03:00']","['18 NOV', ' 00:17', 'UTC+01:00']",2255,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'ZEE']]","['MSC', 'MSC']"
44,15 days,2,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['12 NOV', ' 17:00', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
45,11 days,2,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['8 NOV', ' 19:47', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
46,25 days,2,BRFOR,NLAMS,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 09:47', 'UTC+01:00']",1425,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'AMS']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
47,14 days,3,BRFOR,NLAMS,"['25 OCT', ' 23:27', 'UTC-03:00']","['8 NOV', ' 03:47', 'UTC+01:00']",890,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
48,21 days,3,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['18 NOV', ' 02:32', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
49,17 days,3,BRFOR,NLAMS,"['31 OCT', ' 06:27', 'UTC-03:00']","['17 NOV', ' 05:32', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
50,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 00:27', 'UTC-03:00']","['18 NOV', ' 02:46', 'UTC+01:00']",1390,"[['FOR', 'PEC'], ['PEC', 'SUA', 'SSZ'], ['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'AMS']]","['Maersk, MSC', 'CMA CGM, Hamburg Sud, Maersk']"
51,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 23:58', 'UTC+01:00']",2160,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ANR'], ['ANR', 'AMS']]","['MSC', 'MSC']"
52,26 days,3,BRFOR,NLAMS,"['23 OCT', ' 18:53', 'UTC-03:00']","['17 NOV', ' 23:47', 'UTC+01:00']",2240,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
53,23 days,4,BRFOR,NLAMS,"['25 OCT', ' 23:27', 'UTC-03:00']","['17 NOV', ' 08:22', 'UTC+01:00']",935,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC', 'Containerships, MSC']"
54,26 days,4,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['23 NOV', ' 09:22', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
55,19 days,4,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['16 NOV', ' 10:47', 'UTC+01:00']",955,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
56,18 days,4,BRFOR,NLAMS,"['28 OCT', ' 19:27', 'UTC-03:00']","['15 NOV', ' 10:43', 'UTC+01:00']",1220,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
57,19 days,0,BRSSZ,NLRTM,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 03:00', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
58,24 days,1,BRSSZ,NLRTM,"['23 OCT', ' 18:00', 'UTC-03:00']","['16 NOV', ' 03:00', 'UTC+01:00']",940,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
59,20 days,1,BRSSZ,NLRTM,"['25 OCT', ' 11:30', 'UTC-03:00']","['14 NOV', ' 05:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'RTM']]","['MSC', 'MSC']"
60,23 days,1,BRSSZ,NLRTM,"['25 OCT', ' 11:30', 'UTC-03:00']","['17 NOV', ' 02:45', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
61,30 days,1,BRSSZ,NLRTM,"['27 OCT', ' 01:03', 'UTC-03:00']","['26 NOV', ' 00:30', 'UTC+01:00']",1585,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'RTM']]","['MSC', 'MSC']"
62,30 days,1,BRSSZ,NLRTM,"['23 OCT', ' 20:30', 'UTC-03:00']","['22 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['COSCO, Maersk', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
63,30 days,2,BRSSZ,NLRTM,"['25 OCT', ' 11:30', 'UTC-03:00']","['24 NOV', ' 06:00', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
64,26 days,2,BRSSZ,NLRTM,"['28 OCT', ' 04:30', 'UTC-03:00']","['23 NOV', ' 00:01', 'UTC+01:00']",1075,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
65,28 days,2,BRSSZ,NLRTM,"['27 OCT', ' 05:28', 'UTC-03:00']","['23 NOV', ' 15:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
66,29 days,2,BRSSZ,NLRTM,"['30 OCT', ' 11:45', 'UTC-03:00']","['28 NOV', ' 09:26', 'UTC+01:00']",1695,"[['SSZ', 'RIO', 'CTG', 'CTB'], ['CTB', 'CAU', 'ZEE'], ['ZEE', 'RTM']]","['Hamburg Sud, Maersk, MSC', 'MSC']"
67,19 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['11 NOV', ' 03:04', 'UTC+01:00']",950,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
68,23 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['19 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
69,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
70,21 days,1,BRSSZ,BEANR,"['25 OCT', ' 11:30', 'UTC-03:00']","['15 NOV', ' 12:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
71,24 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 06:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
72,19 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 06:03', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
73,30 days,1,BRSSZ,BEANR,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 22:00', 'UTC+01:00']",1030,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
74,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['24 NOV', ' 12:30', 'UTC+01:00']",1105,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV'], ['BRV', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
75,28 days,1,BRSSZ,BEANR,"['27 OCT', ' 05:28', 'UTC-03:00']","['23 NOV', ' 13:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO'], ['RIO', 'ANR']]",['MSC']
76,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 06:00', 'UTC+01:00']",1135,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
77,26 days,1,BRSSZ,BEANR,"['25 OCT', ' 11:30', 'UTC-03:00']","['20 NOV', ' 11:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
78,30 days,1,BRSSZ,BEANR,"['27 OCT', ' 01:03', 'UTC-03:00']","['26 NOV', ' 05:00', 'UTC+01:00']",1585,"[['SSZ', 'RIO', 'SSA', 'SUA', 'CTB'], ['CTB', 'ANR']]","['MSC', 'MSC']"
79,30 days,2,BRSSZ,BEANR,"['6 NOV', ' 15:00', 'UTC-03:00']","['6 DEC', ' 00:00', 'UTC+01:00']",995,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, ONE', 'Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
80,28 days,2,BRSSZ,BEANR,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",1110,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM', 'ANR']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
81,19 days,1,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['16 NOV', ' 05:11', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
82,25 days,1,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['17 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
83,24 days,2,BRSSZ,NLVLI,"['23 OCT', ' 18:00', 'UTC-03:00']","['16 NOV', ' 05:11', 'UTC+01:00']",1015,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
84,28 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['25 NOV', ' 01:36', 'UTC+01:00']",1025,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
85,21 days,2,BRSSZ,NLVLI,"['25 OCT', ' 11:30', 'UTC-03:00']","['15 NOV', ' 13:36', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
86,24 days,2,BRSSZ,NLVLI,"['28 OCT', ' 04:30', 'UTC-03:00']","['21 NOV', ' 07:35', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
87,30 days,2,BRSSZ,NLVLI,"['23 OCT', ' 00:00', 'UTC-03:00']","['21 NOV', ' 23:38', 'UTC+01:00']",1090,"[['SSZ', 'PTM', 'TNG', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
