,ScrapingDate,ScrapingSite,Origin,Destination,OriginName,DestinationName,EstimatedDepartureTime,EstimatedArrivalTime,EstimatedTotalTransitTimeDays,EstimatedTotalTransitTimeHours,TotalCO2EmissionsKg,TotalDistanceMeters,CutOffs,NumberOfLegs,Legs
0,2022-11-28,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-11-30 15:30:00,2023-01-07 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-11-30 15:30:00', 'EstimatedArrivalTime': '2022-12-06 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BATAM', 'imo': '9355331', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9VHF2'}, 'EstimatedDepartureTime': '2022-12-10 07:00:00', 'EstimatedArrivalTime': '2023-01-07 06:00:00'}}"
1,2022-11-28,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-07 15:30:00,2023-01-14 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-07 15:30:00', 'EstimatedArrivalTime': '2022-12-13 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'SAFMARINE BENGUELA', 'imo': '9355367', 'flag': 'HK', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': 'VRLA3'}, 'EstimatedDepartureTime': '2022-12-17 07:00:00', 'EstimatedArrivalTime': '2023-01-14 06:00:00'}}"
2,2022-11-28,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-14 15:30:00,2023-01-21 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'JENS MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-14 15:30:00', 'EstimatedArrivalTime': '2022-12-20 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BUTON', 'imo': '9392925', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7498'}, 'EstimatedDepartureTime': '2022-12-24 07:00:00', 'EstimatedArrivalTime': '2023-01-21 06:00:00'}}"
3,2022-11-28,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-21 15:30:00,2023-01-28 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-21 15:30:00', 'EstimatedArrivalTime': '2022-12-27 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BRATAN', 'imo': '9394894', 'flag': 'SG', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': '9V8044'}, 'EstimatedDepartureTime': '2022-12-31 07:00:00', 'EstimatedArrivalTime': '2023-01-28 06:00:00'}}"
4,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2022-11-30 15:30:00,2023-01-04 10:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-11-30 15:30:00', 'EstimatedArrivalTime': '2022-12-13 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BRANI', 'imo': '9409352', 'flag': 'SG', 'build_year_ship': '2010', 'service': 'CLX', 'callsign': '9V8208'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-16 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Amsterdam Container Terminal Vrede Amsterdam', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-04 10:00:00'}}"
5,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2022-12-07 15:30:00,2023-01-11 10:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-07 15:30:00', 'EstimatedArrivalTime': '2022-12-20 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BATAM', 'imo': '9355331', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9VHF2'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-23 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Amsterdam Container Terminal Vrede Amsterdam', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-11 10:00:00'}}"
6,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2022-12-14 15:30:00,2023-01-18 10:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JENS MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-14 15:30:00', 'EstimatedArrivalTime': '2022-12-27 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'SAFMARINE BENGUELA', 'imo': '9355367', 'flag': 'HK', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': 'VRLA3'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-30 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Amsterdam Container Terminal Vrede Amsterdam', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-18 10:00:00'}}"
7,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2022-12-21 15:30:00,2023-01-25 10:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-21 15:30:00', 'EstimatedArrivalTime': '2023-01-03 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BUTON', 'imo': '9392925', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7498'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-06 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Amsterdam Container Terminal Vrede Amsterdam', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-25 10:00:00'}}"
8,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2022-12-28 15:30:00,2023-02-01 10:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-28 15:30:00', 'EstimatedArrivalTime': '2023-01-10 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BRATAN', 'imo': '9394894', 'flag': 'SG', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': '9V8044'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-13 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Amsterdam Container Terminal Vrede Amsterdam', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-02-01 10:00:00'}}"
9,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-11-30 15:30:00,2023-01-07 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-11-30 15:30:00', 'EstimatedArrivalTime': '2022-12-06 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BATAM', 'imo': '9355331', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9VHF2'}, 'EstimatedDepartureTime': '2022-12-10 07:00:00', 'EstimatedArrivalTime': '2023-01-07 06:00:00'}}"
10,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-07 15:30:00,2023-01-14 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-07 15:30:00', 'EstimatedArrivalTime': '2022-12-13 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'SAFMARINE BENGUELA', 'imo': '9355367', 'flag': 'HK', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': 'VRLA3'}, 'EstimatedDepartureTime': '2022-12-17 07:00:00', 'EstimatedArrivalTime': '2023-01-14 06:00:00'}}"
11,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-14 15:30:00,2023-01-21 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'JENS MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-14 15:30:00', 'EstimatedArrivalTime': '2022-12-20 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BUTON', 'imo': '9392925', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7498'}, 'EstimatedDepartureTime': '2022-12-24 07:00:00', 'EstimatedArrivalTime': '2023-01-21 06:00:00'}}"
12,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-21 15:30:00,2023-01-28 06:00:00,38 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-21 15:30:00', 'EstimatedArrivalTime': '2022-12-27 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BRATAN', 'imo': '9394894', 'flag': 'SG', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': '9V8044'}, 'EstimatedDepartureTime': '2022-12-31 07:00:00', 'EstimatedArrivalTime': '2023-01-28 06:00:00'}}"
13,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,Arica Terminal Puerto Arica (TPA),Antwerp PSA Antwerp K913 Noordzee,2022-12-28 15:30:00,2023-02-06 06:00:00,40 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Callao APM Terminals in Callao Port', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-28 15:30:00', 'EstimatedArrivalTime': '2023-01-03 07:00:00'}, '2': {'OriginName': 'Callao APM Terminals in Callao Port', 'DestinationName': 'Antwerp PSA Antwerp K913 Noordzee', 'Vessel': {'vessel_name': 'MAERSK BALI', 'imo': '9394870', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7499'}, 'EstimatedDepartureTime': '2023-01-05 07:00:00', 'EstimatedArrivalTime': '2023-02-06 06:00:00'}}"
14,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,2022-11-30 15:30:00,2023-01-04 20:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-11-30 15:30:00', 'EstimatedArrivalTime': '2022-12-13 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BRANI', 'imo': '9409352', 'flag': 'SG', 'build_year_ship': '2010', 'service': 'CLX', 'callsign': '9V8208'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-16 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Moerdijk Delta Marine Terminal BV', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-04 20:00:00'}}"
15,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,2022-12-07 15:30:00,2023-01-11 20:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-07 15:30:00', 'EstimatedArrivalTime': '2022-12-20 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BATAM', 'imo': '9355331', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9VHF2'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-23 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Moerdijk Delta Marine Terminal BV', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-11 20:00:00'}}"
16,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,2022-12-14 15:30:00,2023-01-18 20:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JENS MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-14 15:30:00', 'EstimatedArrivalTime': '2022-12-27 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'SAFMARINE BENGUELA', 'imo': '9355367', 'flag': 'HK', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': 'VRLA3'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2022-12-30 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Moerdijk Delta Marine Terminal BV', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-18 20:00:00'}}"
17,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,2022-12-21 15:30:00,2023-01-25 20:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-21 15:30:00', 'EstimatedArrivalTime': '2023-01-03 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BUTON', 'imo': '9392925', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7498'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-06 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Moerdijk Delta Marine Terminal BV', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-25 20:00:00'}}"
18,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,Arica Terminal Puerto Arica (TPA),Moerdijk Delta Marine Terminal BV,2022-12-28 15:30:00,2023-02-01 20:00:00,35 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-28 15:30:00', 'EstimatedArrivalTime': '2023-01-10 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BRATAN', 'imo': '9394894', 'flag': 'SG', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': '9V8044'}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-01-13 14:30:00'}, '3': {'OriginName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'DestinationName': 'Moerdijk Delta Marine Terminal BV', 'Vessel': {'vessel_name': 'barge', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '', 'EstimatedArrivalTime': '2023-02-01 20:00:00'}}"
19,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,2022-11-30 15:30:00,2023-01-02 00:01:00,32 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-11-30 15:30:00', 'EstimatedArrivalTime': '2022-12-13 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BRANI', 'imo': '9409352', 'flag': 'SG', 'build_year_ship': '2010', 'service': 'CLX', 'callsign': '9V8208'}, 'EstimatedDepartureTime': '2022-12-16 14:30:00', 'EstimatedArrivalTime': '2023-01-02 00:01:00'}}"
20,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,2022-12-07 15:30:00,2023-01-09 00:01:00,32 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JEPPESEN MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-07 15:30:00', 'EstimatedArrivalTime': '2022-12-20 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BATAM', 'imo': '9355331', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9VHF2'}, 'EstimatedDepartureTime': '2022-12-23 14:30:00', 'EstimatedArrivalTime': '2023-01-09 00:01:00'}}"
21,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,2022-12-14 15:30:00,2023-01-16 00:01:00,32 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'JENS MAERSK', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-14 15:30:00', 'EstimatedArrivalTime': '2022-12-27 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'SAFMARINE BENGUELA', 'imo': '9355367', 'flag': 'HK', 'build_year_ship': '2009', 'service': 'CLX', 'callsign': 'VRLA3'}, 'EstimatedDepartureTime': '2022-12-30 14:30:00', 'EstimatedArrivalTime': '2023-01-16 00:01:00'}}"
22,2022-11-29,Maersk,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,Arica Terminal Puerto Arica (TPA),Rotterdam APM 2 Terminal Maasvlakte II,2022-12-21 15:30:00,2023-01-23 00:01:00,32 days,,,,,,"{'1': {'OriginName': 'Arica Terminal Puerto Arica (TPA)', 'DestinationName': 'Balboa Balboa Port Terminal', 'Vessel': {'vessel_name': 'FORT DESAIX', 'imo': '', 'flag': '', 'build_year_ship': '', 'service': '', 'callsign': ''}, 'EstimatedDepartureTime': '2022-12-21 15:30:00', 'EstimatedArrivalTime': '2023-01-03 12:30:00'}, '2': {'OriginName': 'Balboa Balboa Port Terminal', 'DestinationName': 'Rotterdam APM 2 Terminal Maasvlakte II', 'Vessel': {'vessel_name': 'MAERSK BUTON', 'imo': '9392925', 'flag': 'SG', 'build_year_ship': '2008', 'service': 'CLX', 'callsign': '9V7498'}, 'EstimatedDepartureTime': '2023-01-06 14:30:00', 'EstimatedArrivalTime': '2023-01-23 00:01:00'}}"
