,Origin,Destination,LocalEstimatedDepartureTime,LocalEstimatedArrivalTime,EstimatedTotalTransitTimeDays,Ports,Vessels,Dates,ScrapingDate,ScrapingSite
0,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-06-01 08:30:00,2023-07-26 09:00:00,55 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['FORT DESAIX', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['POLAR CHILE', '9797187', 'LR', '2018', 'CLX', 'D5PH8'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 1, 8, 30), datetime.datetime(2023, 6, 16, 23, 0), datetime.datetime(2023, 6, 24, 7, 0), datetime.datetime(2023, 7, 24, 0, 1), datetime.datetime(2023, 7, 25, 20, 0), datetime.datetime(2023, 7, 26, 9, 0)]",2023-05-11,Maersk
1,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-06-08 08:30:00,2023-08-02 09:00:00,55 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['POLAR COLOMBIA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BATUR', '9402029', 'SG', '2009', 'CLX', '9V8207'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 8, 8, 30), datetime.datetime(2023, 6, 23, 23, 0), datetime.datetime(2023, 7, 1, 7, 0), datetime.datetime(2023, 7, 31, 0, 1), datetime.datetime(2023, 8, 1, 20, 0), datetime.datetime(2023, 8, 2, 9, 0)]",2023-05-11,Maersk
2,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-06-15 08:30:00,2023-08-09 09:00:00,55 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JPO LIBRA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BINTAN', '9355288', 'HK', '2008', 'CLX', 'VROX4'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 15, 8, 30), datetime.datetime(2023, 6, 30, 23, 0), datetime.datetime(2023, 7, 8, 7, 0), datetime.datetime(2023, 8, 7, 0, 1), datetime.datetime(2023, 8, 8, 20, 0), datetime.datetime(2023, 8, 9, 9, 0)]",2023-05-11,Maersk
3,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-06-22 08:30:00,2023-08-16 09:00:00,55 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['POLAR ARGENTINA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BRANI', '9409352', 'SG', '2010', 'CLX', '9V8208'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 22, 8, 30), datetime.datetime(2023, 7, 7, 23, 0), datetime.datetime(2023, 7, 15, 7, 0), datetime.datetime(2023, 8, 14, 0, 1), datetime.datetime(2023, 8, 15, 20, 0), datetime.datetime(2023, 8, 16, 9, 0)]",2023-05-11,Maersk
4,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-06-29 08:30:00,2023-08-30 09:00:00,62 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['POLAR PERU', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['SAFMARINE BENGUELA', '9355367', 'HK', '2009', 'CLX', 'VRLA3'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 29, 8, 30), datetime.datetime(2023, 7, 14, 23, 0), datetime.datetime(2023, 7, 29, 7, 0), datetime.datetime(2023, 8, 28, 0, 1), datetime.datetime(2023, 8, 29, 20, 0), datetime.datetime(2023, 8, 30, 9, 0)]",2023-05-11,Maersk
5,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-07-06 08:30:00,2023-08-30 09:00:00,55 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['POLAR COLOMBIA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['SAFMARINE BENGUELA', '9355367', 'HK', '2009', 'CLX', 'VRLA3'], ['barge', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 7, 6, 8, 30), datetime.datetime(2023, 7, 21, 23, 0), datetime.datetime(2023, 7, 29, 7, 0), datetime.datetime(2023, 8, 28, 0, 1), datetime.datetime(2023, 8, 29, 20, 0), datetime.datetime(2023, 8, 30, 9, 0)]",2023-05-11,Maersk
6,Arica Terminal Puerto Arica (TPA),Antwerp Antwerp Belgian New Fruit Terminal,2023-06-01 08:30:00,2023-07-30 22:00:00,60 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Manzanillo Manzanillo Terminal', 'Antwerp Antwerp Belgian New Fruit Terminal']","[['FORT DESAIX', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['POLAR CHILE', '9797187', 'LR', '2018', 'CLX', 'D5PH8'], ['MAERSK BAHAMAS', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']]","[datetime.datetime(2023, 6, 1, 8, 30), datetime.datetime(2023, 6, 16, 23, 0), datetime.datetime(2023, 6, 24, 7, 0), datetime.datetime(2023, 7, 8, 19, 0), datetime.datetime(2023, 7, 14, 6, 0), datetime.datetime(2023, 7, 30, 22, 0)]",2023-05-11,Maersk
7,Arica Terminal Puerto Arica (TPA),Antwerp Antwerp Belgian New Fruit Terminal,2023-06-08 08:30:00,2023-08-06 22:00:00,60 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Manzanillo Manzanillo Terminal', 'Antwerp Antwerp Belgian New Fruit Terminal']","[['POLAR COLOMBIA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BATUR', '9402029', 'SG', '2009', 'CLX', '9V8207'], ['AS PALINA', '9283693', 'LR', '2004', 'unknown', 'A8JS6']]","[datetime.datetime(2023, 6, 8, 8, 30), datetime.datetime(2023, 6, 23, 23, 0), datetime.datetime(2023, 7, 1, 7, 0), datetime.datetime(2023, 7, 15, 19, 0), datetime.datetime(2023, 7, 21, 6, 0), datetime.datetime(2023, 8, 6, 22, 0)]",2023-05-11,Maersk
8,Arica Terminal Puerto Arica (TPA),Antwerp Antwerp Belgian New Fruit Terminal,2023-06-15 08:30:00,2023-08-13 22:00:00,60 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Manzanillo Manzanillo Terminal', 'Antwerp Antwerp Belgian New Fruit Terminal']","[['JPO LIBRA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BINTAN', '9355288', 'HK', '2008', 'CLX', 'VROX4'], ['MARGARETE SCHULTE', '9302944', 'MT', '2006', 'unknown', '9HA2032']]","[datetime.datetime(2023, 6, 15, 8, 30), datetime.datetime(2023, 6, 30, 23, 0), datetime.datetime(2023, 7, 8, 7, 0), datetime.datetime(2023, 7, 22, 19, 0), datetime.datetime(2023, 7, 28, 6, 0), datetime.datetime(2023, 8, 13, 22, 0)]",2023-05-11,Maersk
9,Arica Terminal Puerto Arica (TPA),Antwerp Antwerp Belgian New Fruit Terminal,2023-06-22 08:30:00,2023-08-20 22:00:00,60 days,"['Arica Terminal Puerto Arica (TPA)', 'Callao APM Terminals in Callao Port', 'Manzanillo Manzanillo Terminal', 'Antwerp Antwerp Belgian New Fruit Terminal']","[['POLAR ARGENTINA', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown'], ['MAERSK BRANI', '9409352', 'SG', '2010', 'CLX', '9V8208'], ['LUCIE SCHULTE', '9301926', 'SG', '2006', 'unknown', '9VEK9']]","[datetime.datetime(2023, 6, 22, 8, 30), datetime.datetime(2023, 7, 7, 23, 0), datetime.datetime(2023, 7, 15, 7, 0), datetime.datetime(2023, 7, 29, 19, 0), datetime.datetime(2023, 8, 4, 6, 0), datetime.datetime(2023, 8, 20, 22, 0)]",2023-05-11,Maersk
