,Origin,Destination,LocalEstimatedDepartureTime,LocalEstimatedArrivalTime,EstimatedTotalTransitTimeDays,Ports,Vessels,Dates,ScrapingDate,ScrapingSite
0,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-02-15 15:06:00,2023-03-22 09:59:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Balboa Balboa Port Terminal', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JENS MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BUTON', '9392925', 'CLX', 'SG', '9V7498', '2008']]","[datetime.datetime(2023, 2, 15, 15, 6), datetime.datetime(2023, 2, 28, 12, 30), datetime.datetime(2023, 3, 3, 14, 30), datetime.datetime(2023, 3, 22, 9, 59)]",2023-02-16,Maersk
1,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-02-15 15:06:00,2023-03-22 09:59:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JENS MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BUTON', '9392925', 'CLX', 'SG', '9V7498', '2008']]","[datetime.datetime(2023, 2, 15, 15, 6), datetime.datetime(2023, 3, 22, 9, 59)]",2023-02-16,Maersk
2,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-02-22 15:30:00,2023-03-29 10:00:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Balboa Balboa Port Terminal', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['FORT DESAIX', '-', '-', '-', '-', '-'], ['MAERSK BRATAN', '9394894', 'CLX', 'SG', '9V8044', '2009']]","[datetime.datetime(2023, 2, 22, 15, 30), datetime.datetime(2023, 3, 7, 12, 30), datetime.datetime(2023, 3, 10, 14, 30), datetime.datetime(2023, 3, 29, 10, 0)]",2023-02-16,Maersk
3,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-02-22 15:30:00,2023-03-29 10:00:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Amsterdam Container Terminal Vrede Amsterdam']","[['FORT DESAIX', '-', '-', '-', '-', '-'], ['MAERSK BRATAN', '9394894', 'CLX', 'SG', '9V8044', '2009']]","[datetime.datetime(2023, 2, 22, 15, 30), datetime.datetime(2023, 3, 29, 10, 0)]",2023-02-16,Maersk
4,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-01 15:30:00,2023-04-07 10:00:00,37 days,"['Arica Terminal Puerto Arica (TPA)', 'Balboa Balboa Port Terminal', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JEPPESEN MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BALI', '9394870', 'CLX', 'SG', '9V7499', '2008']]","[datetime.datetime(2023, 3, 1, 15, 30), datetime.datetime(2023, 3, 14, 12, 30), datetime.datetime(2023, 3, 18, 14, 30), datetime.datetime(2023, 4, 7, 10, 0)]",2023-02-16,Maersk
5,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-01 15:30:00,2023-04-07 10:00:00,37 days,"['Arica Terminal Puerto Arica (TPA)', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JEPPESEN MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BALI', '9394870', 'CLX', 'SG', '9V7499', '2008']]","[datetime.datetime(2023, 3, 1, 15, 30), datetime.datetime(2023, 4, 7, 10, 0)]",2023-02-16,Maersk
6,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-08 15:30:00,2023-04-12 10:00:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Balboa Balboa Port Terminal', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JENS MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BATUR', '9402029', 'CLX', 'SG', '9V8207', '2009']]","[datetime.datetime(2023, 3, 8, 15, 30), datetime.datetime(2023, 3, 21, 12, 30), datetime.datetime(2023, 3, 24, 14, 30), datetime.datetime(2023, 4, 12, 10, 0)]",2023-02-16,Maersk
7,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-08 15:30:00,2023-04-12 10:00:00,35 days,"['Arica Terminal Puerto Arica (TPA)', 'Amsterdam Container Terminal Vrede Amsterdam']","[['JENS MAERSK', '-', '-', '-', '-', '-'], ['MAERSK BATUR', '9402029', 'CLX', 'SG', '9V8207', '2009']]","[datetime.datetime(2023, 3, 8, 15, 30), datetime.datetime(2023, 4, 12, 10, 0)]",2023-02-16,Maersk
8,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-15 15:30:00,2023-04-21 09:59:00,37 days,"['Arica Terminal Puerto Arica (TPA)', 'Balboa Balboa Port Terminal', 'Rotterdam APM 2 Terminal Maasvlakte II', 'Amsterdam Container Terminal Vrede Amsterdam']","[['FORT DESAIX', '-', '-', '-', '-', '-'], ['MAERSK BULAN', '9355343', 'CLX', 'SG', '9V7693', '2008']]","[datetime.datetime(2023, 3, 15, 15, 30), datetime.datetime(2023, 3, 28, 12, 30), datetime.datetime(2023, 4, 1, 14, 30), datetime.datetime(2023, 4, 21, 9, 59)]",2023-02-16,Maersk
9,Arica Terminal Puerto Arica (TPA),Amsterdam Container Terminal Vrede Amsterdam,2023-03-15 15:30:00,2023-04-21 09:59:00,37 days,"['Arica Terminal Puerto Arica (TPA)', 'Amsterdam Container Terminal Vrede Amsterdam']","[['FORT DESAIX', '-', '-', '-', '-', '-'], ['MAERSK BULAN', '9355343', 'CLX', 'SG', '9V7693', '2008']]","[datetime.datetime(2023, 3, 15, 15, 30), datetime.datetime(2023, 4, 21, 9, 59)]",2023-02-16,Maersk
